order_id,order_date,order_time,server_id,table_number,party_size,channel,status,discount_percent,payment_method,service_minutes,check_duration_minutes
100105,2026-01-02,18:12:00,3,,,takeaway,completed,10,Debit Card,30,30
100106,2026-01-02,18:15:00,3,21,5,dine_in,completed,0,Debit Card,31,66
100107,2026-01-02,18:17:00,3,,,takeaway,completed,0,Debit Card,28,28
100108,2026-01-02,18:22:00,8,2,2,dine_in,completed,0,Credit Card,17,77
100109,2026-01-02,18:24:00,7,,,takeaway,completed,0,Credit Card,30,30
100110,2026-01-02,18:25:00,5,,,takeaway,completed,10,Debit Card,32,32
100111,2026-01-02,18:26:00,7,9,3,dine_in,completed,0,Debit Card,27,67
100112,2026-01-02,18:28:00,8,5,2,dine_in,completed,0,Credit Card,22,73
100113,2026-01-02,18:28:00,7,6,2,dine_in,completed,0,Credit Card,20,72
100114,2026-01-02,18:33:00,4,,,takeaway,completed,0,Cash,35,35
100115,2026-01-02,18:34:00,5,,,takeaway,completed,0,Credit Card,29,29
100116,2026-01-02,18:37:00,5,3,2,dine_in,completed,0,Credit Card,31,68
100117,2026-01-02,18:48:00,4,,,takeaway,completed,0,Credit Card,36,36
100118,2026-01-02,18:53:00,6,4,2,dine_in,completed,0,Credit Card,25,58
100119,2026-01-02,18:59:00,7,1,2,dine_in,completed,0,Credit Card,24,57
100120,2026-01-02,19:04:00,7,7,2,dine_in,completed,0,Credit Card,27,65
100121,2026-01-02,19:05:00,8,10,3,dine_in,completed,0,Credit Card,22,62
100122,2026-01-02,19:07:00,5,,,takeaway,completed,0,Credit Card,33,33
100123,2026-01-02,19:07:00,8,8,2,dine_in,completed,0,Debit Card,28,84
100124,2026-01-02,19:16:00,8,12,2,dine_in,completed,0,Credit Card,32,63
100125,2026-01-02,19:26:00,4,,,takeaway,completed,0,Debit Card,28,28
100126,2026-01-02,19:28:00,7,,,takeaway,completed,0,Credit Card,28,28
100127,2026-01-02,19:31:00,8,11,4,dine_in,completed,0,Debit Card,26,89
100128,2026-01-02,19:32:00,3,13,3,dine_in,completed,0,Debit Card,28,79
100129,2026-01-02,19:37:00,6,21,6,dine_in,completed,0,Credit Card,30,54
100130,2026-01-02,19:40:00,4,2,1,dine_in,completed,10,Credit Card,24,73
100131,2026-01-02,19:41:00,6,5,2,dine_in,completed,10,Cash,23,48
100132,2026-01-02,19:46:00,7,,,takeaway,completed,0,Debit Card,33,33
100133,2026-01-02,19:51:00,6,9,4,dine_in,completed,0,Credit Card,21,74
100134,2026-01-02,20:10:00,4,1,2,dine_in,completed,10,Cash,21,72
100135,2026-01-02,20:18:00,7,,,takeaway,completed,0,Credit Card,25,25
100136,2026-01-02,20:25:00,7,,,takeaway,completed,0,Credit Card,23,23
100137,2026-01-02,20:28:00,6,10,3,dine_in,completed,10,Debit Card,17,62
100138,2026-01-02,20:36:00,6,3,1,dine_in,completed,0,Cash,22,57
100139,2026-01-02,20:38:00,5,4,2,dine_in,completed,0,Credit Card,20,80
100140,2026-01-02,20:40:00,3,21,6,dine_in,completed,10,Debit Card,12,81
100141,2026-01-02,21:14:00,3,2,2,dine_in,completed,0,Credit Card,21,64
100142,2026-01-02,21:34:00,4,9,4,dine_in,completed,20,Credit Card,25,84
100143,2026-01-02,21:53:00,5,22,6,dine_in,completed,0,Credit Card,17,64
100144,2026-01-03,11:04:00,7,1,2,dine_in,completed,0,Credit Card,21,88
100145,2026-01-03,11:09:00,4,,,takeaway,completed,10,Credit Card,23,23
100146,2026-01-03,11:29:00,8,2,2,dine_in,completed,10,Credit Card,18,64
100147,2026-01-03,11:29:00,8,,,takeaway,completed,10,Debit Card,22,22
100148,2026-01-03,11:49:00,8,,,takeaway,completed,0,Credit Card,25,25
100149,2026-01-03,11:50:00,5,9,3,dine_in,completed,0,Credit Card,20,52
100150,2026-01-03,12:02:00,5,10,4,dine_in,completed,0,Credit Card,17,74
100151,2026-01-03,12:07:00,5,3,2,dine_in,completed,10,Credit Card,14,64
100152,2026-01-03,12:18:00,4,,,takeaway,completed,0,Credit Card,21,21
100153,2026-01-03,12:21:00,8,11,3,dine_in,completed,0,Debit Card,17,85
100154,2026-01-03,12:22:00,4,12,3,dine_in,completed,0,Debit Card,20,67
100155,2026-01-03,12:28:00,8,13,4,dine_in,completed,0,Credit Card,19,82
100156,2026-01-03,12:34:00,6,,,takeaway,completed,0,Credit Card,20,20
100157,2026-01-03,12:35:00,9,,,takeaway,completed,0,Cash,14,14
100158,2026-01-03,12:39:00,4,1,2,dine_in,completed,0,Credit Card,7,50
100159,2026-01-03,12:47:00,4,9,3,dine_in,completed,0,Credit Card,15,66
100160,2026-01-03,12:55:00,5,2,2,dine_in,completed,0,Credit Card,12,64
100161,2026-01-03,12:56:00,9,14,3,dine_in,completed,0,Credit Card,22,58
100162,2026-01-03,13:02:00,4,,,takeaway,completed,0,Credit Card,20,20
100163,2026-01-03,13:02:00,8,4,2,dine_in,completed,0,Credit Card,23,63
100164,2026-01-03,13:05:00,7,5,1,dine_in,completed,0,Cash,18,51
100165,2026-01-03,13:16:00,6,3,2,dine_in,completed,0,Credit Card,17,65
100166,2026-01-03,13:16:00,8,10,4,dine_in,completed,0,Credit Card,19,44
100167,2026-01-03,13:42:00,5,1,2,dine_in,completed,0,Credit Card,13,67
100168,2026-01-03,13:44:00,6,12,3,dine_in,completed,0,Debit Card,16,72
100169,2026-01-03,13:50:00,5,11,4,dine_in,completed,0,Debit Card,16,66
100170,2026-01-03,13:57:00,9,,,takeaway,completed,0,Credit Card,17,17
100171,2026-01-03,14:22:00,8,,,takeaway,completed,0,Credit Card,18,18
100172,2026-01-03,14:24:00,5,2,2,dine_in,completed,0,Credit Card,21,80
100173,2026-01-03,14:30:00,6,3,2,dine_in,completed,10,Debit Card,15,59
100174,2026-01-03,14:33:00,7,21,6,dine_in,completed,0,Credit Card,23,71
100175,2026-01-03,14:48:00,7,9,3,dine_in,completed,0,Credit Card,22,39
100176,2026-01-03,15:19:00,7,10,4,dine_in,completed,0,Credit Card,22,86
100177,2026-01-03,16:04:00,7,1,2,dine_in,completed,0,Debit Card,27,78
100178,2026-01-03,16:05:00,8,2,2,dine_in,completed,0,Credit Card,19,46
100179,2026-01-03,16:11:00,7,3,2,dine_in,completed,0,Credit Card,24,64
100180,2026-01-03,17:02:00,4,,,takeaway,completed,0,Credit Card,33,33
100181,2026-01-03,17:03:00,8,2,1,dine_in,completed,0,Credit Card,21,67
100182,2026-01-03,17:11:00,8,4,1,dine_in,completed,0,Credit Card,21,74
100183,2026-01-03,17:21:00,9,9,4,dine_in,completed,0,Debit Card,17,56
100184,2026-01-03,17:21:00,4,3,2,dine_in,completed,0,Credit Card,18,87
100185,2026-01-03,17:22:00,7,10,4,dine_in,completed,0,Credit Card,24,62
100186,2026-01-03,17:23:00,4,1,2,dine_in,cancelled,0,Credit Card,,
100187,2026-01-03,17:25:00,8,5,1,dine_in,completed,0,Credit Card,21,70
100188,2026-01-03,17:30:00,5,1,2,dine_in,completed,0,Debit Card,22,62
100189,2026-01-03,17:31:00,4,11,4,dine_in,completed,0,Cash,20,72
100190,2026-01-03,17:33:00,7,21,5,dine_in,completed,0,Debit Card,19,60
100191,2026-01-03,17:40:00,9,12,3,dine_in,completed,10,Debit Card,20,51
100192,2026-01-03,17:45:00,8,13,3,dine_in,completed,0,Debit Card,19,70
100193,2026-01-03,17:50:00,6,,,takeaway,completed,0,Debit Card,19,19
100194,2026-01-03,17:51:00,5,,,takeaway,completed,0,Credit Card,21,21
100195,2026-01-03,17:57:00,6,14,3,dine_in,completed,0,Credit Card,18,83
100196,2026-01-03,17:57:00,4,22,5,dine_in,completed,0,Credit Card,10,60
100197,2026-01-03,18:03:00,5,23,6,dine_in,completed,0,Credit Card,20,79
100198,2026-01-03,18:12:00,4,2,2,dine_in,completed,0,Credit Card,25,66
100199,2026-01-03,18:17:00,4,,,takeaway,completed,10,Credit Card,27,27
100200,2026-01-03,18:18:00,9,9,4,dine_in,completed,0,Credit Card,33,71
100201,2026-01-03,18:24:00,7,,,takeaway,completed,0,Credit Card,29,29
100202,2026-01-03,18:24:00,9,6,2,dine_in,completed,0,Cash,21,71
100203,2026-01-03,18:33:00,7,,,takeaway,completed,0,Credit Card,30,30
100204,2026-01-03,18:38:00,4,,,takeaway,completed,0,Credit Card,31,31
100205,2026-01-03,18:42:00,8,21,6,dine_in,completed,10,Debit Card,25,65
100206,2026-01-03,18:42:00,7,1,1,dine_in,completed,0,Cash,30,61
100207,2026-01-03,18:46:00,8,,,takeaway,completed,10,Credit Card,35,35
100208,2026-01-03,18:47:00,8,10,3,dine_in,completed,0,Credit Card,27,91
100209,2026-01-03,18:49:00,7,3,1,dine_in,completed,0,Debit Card,25,61
100210,2026-01-03,18:53:00,4,4,2,dine_in,completed,0,Credit Card,23,86
100211,2026-01-03,18:57:00,9,5,2,dine_in,completed,0,Debit Card,28,75
100212,2026-01-03,18:58:00,6,11,3,dine_in,completed,0,Credit Card,23,52
100213,2026-01-03,18:58:00,9,,,takeaway,completed,0,Credit Card,34,34
100214,2026-01-03,18:59:00,6,12,4,dine_in,completed,0,Debit Card,23,78
100215,2026-01-03,19:00:00,9,13,3,dine_in,completed,0,Cash,30,80
100216,2026-01-03,19:06:00,6,15,3,dine_in,completed,0,Credit Card,34,62
100217,2026-01-03,19:07:00,5,,,takeaway,completed,0,Debit Card,34,34
100218,2026-01-03,19:11:00,5,,,takeaway,completed,0,Debit Card,29,29
100219,2026-01-03,19:13:00,8,,,takeaway,completed,0,Credit Card,30,30
100220,2026-01-03,19:14:00,6,7,2,dine_in,completed,0,Credit Card,31,60
100221,2026-01-03,19:14:00,5,8,2,dine_in,completed,0,Credit Card,25,67
100222,2026-01-03,19:27:00,6,14,3,dine_in,completed,0,Debit Card,32,48
100223,2026-01-03,19:28:00,5,2,2,dine_in,completed,0,Debit Card,27,84
100224,2026-01-03,19:33:00,7,,,takeaway,completed,0,Cash,27,27
100225,2026-01-03,19:36:00,9,9,3,dine_in,completed,0,Cash,25,66
100226,2026-01-03,19:37:00,6,,,takeaway,completed,0,Debit Card,27,27
100227,2026-01-03,19:37:00,5,6,2,dine_in,completed,10,Credit Card,21,67
100228,2026-01-03,19:37:00,6,16,4,dine_in,completed,0,Credit Card,29,97
100229,2026-01-03,19:41:00,4,,,takeaway,completed,0,Debit Card,23,23
100230,2026-01-03,19:42:00,5,17,3,dine_in,completed,10,Credit Card,25,78
100231,2026-01-03,19:43:00,8,1,2,dine_in,completed,0,Cash,36,80
100232,2026-01-03,19:47:00,9,18,3,dine_in,cancelled,0,Debit Card,,
100233,2026-01-03,19:56:00,7,3,1,dine_in,completed,0,Credit Card,27,45
100234,2026-01-03,19:58:00,7,11,2,dine_in,completed,0,Credit Card,26,45
100235,2026-01-03,19:59:00,5,18,3,dine_in,completed,0,Debit Card,24,97
100236,2026-01-03,19:59:00,4,,,takeaway,completed,0,Debit Card,27,27
100237,2026-01-03,20:02:00,5,,,takeaway,completed,0,Credit Card,24,24
100238,2026-01-03,20:02:00,9,19,2,dine_in,completed,10,Credit Card,22,69
100239,2026-01-03,20:04:00,8,20,2,dine_in,completed,0,Debit Card,24,67
100240,2026-01-03,20:08:00,4,15,2,dine_in,completed,0,Credit Card,20,66
100241,2026-01-03,20:09:00,8,21,2,dine_in,completed,0,Credit Card,15,52
100242,2026-01-03,20:16:00,6,,,takeaway,completed,0,Debit Card,19,19
100243,2026-01-03,20:24:00,7,,,takeaway,completed,0,Credit Card,21,21
100244,2026-01-03,20:32:00,8,4,1,dine_in,completed,0,Debit Card,22,66
100245,2026-01-03,20:32:00,5,10,3,dine_in,completed,0,Credit Card,19,68
100246,2026-01-03,20:33:00,6,,,takeaway,completed,10,Credit Card,11,11
100247,2026-01-03,20:38:00,9,,,takeaway,completed,0,Credit Card,19,19
100248,2026-01-03,20:42:00,5,,,takeaway,cancelled,0,Credit Card,,
100249,2026-01-03,20:48:00,5,3,1,dine_in,completed,0,Credit Card,16,65
100250,2026-01-03,20:49:00,8,5,1,dine_in,completed,0,Credit Card,16,72
100251,2026-01-03,20:50:00,5,6,2,dine_in,completed,0,Credit Card,28,70
100252,2026-01-03,20:56:00,8,,,takeaway,completed,0,Debit Card,21,21
100253,2026-01-03,21:10:00,5,,,takeaway,completed,0,Cash,26,26
100254,2026-01-03,21:25:00,5,1,2,dine_in,completed,0,Debit Card,10,73
100255,2026-01-03,21:37:00,7,2,2,dine_in,completed,10,Credit Card,21,72
100256,2026-01-03,21:41:00,6,4,2,dine_in,completed,0,Debit Card,24,63
100257,2026-01-03,21:57:00,9,3,2,dine_in,completed,10,Credit Card,17,59
100258,2026-01-03,21:59:00,7,21,5,dine_in,completed,0,Debit Card,18,48
100259,2026-01-04,11:07:00,5,1,2,dine_in,completed,10,Credit Card,23,51
100260,2026-01-04,11:23:00,5,9,4,dine_in,completed,0,Credit Card,30,55
100261,2026-01-04,11:27:00,9,2,2,dine_in,completed,0,Cash,17,63
100262,2026-01-04,11:45:00,7,10,4,dine_in,completed,10,Credit Card,26,69
100263,2026-01-04,11:59:00,10,,,takeaway,completed,0,Credit Card,19,19
100264,2026-01-04,12:02:00,5,1,2,dine_in,completed,0,Credit Card,18,67
100265,2026-01-04,12:03:00,9,21,6,dine_in,completed,0,Credit Card,17,65
100266,2026-01-04,12:07:00,9,,,takeaway,completed,0,Credit Card,20,20
100267,2026-01-04,12:08:00,9,,,takeaway,completed,0,Credit Card,25,25
100268,2026-01-04,12:17:00,10,3,2,dine_in,completed,0,Credit Card,22,54
100269,2026-01-04,12:18:00,8,4,2,dine_in,completed,0,Debit Card,18,72
100270,2026-01-04,12:20:00,8,,,takeaway,completed,0,Credit Card,17,17
100271,2026-01-04,12:31:00,6,2,1,dine_in,completed,0,Debit Card,12,58
100272,2026-01-04,12:32:00,10,5,2,dine_in,completed,0,Credit Card,28,71
100273,2026-01-04,12:34:00,5,,,takeaway,completed,0,Credit Card,22,22
100274,2026-01-04,12:52:00,10,6,2,dine_in,completed,0,Credit Card,19,54
100275,2026-01-04,12:53:00,5,7,2,dine_in,completed,0,Credit Card,17,73
100276,2026-01-04,13:06:00,10,8,2,dine_in,completed,0,Credit Card,23,91
100277,2026-01-04,13:42:00,8,,,takeaway,completed,0,Debit Card,26,26
100278,2026-01-04,13:44:00,8,9,3,dine_in,completed,10,Credit Card,21,71
100279,2026-01-04,13:46:00,10,1,2,dine_in,completed,0,Credit Card,16,64
100280,2026-01-04,13:51:00,10,10,4,dine_in,completed,20,Credit Card,17,68
100281,2026-01-04,13:56:00,9,2,2,dine_in,completed,0,Credit Card,20,59
100282,2026-01-04,14:16:00,5,11,4,dine_in,completed,0,Credit Card,9,65
100283,2026-01-04,14:17:00,7,,,takeaway,completed,0,Credit Card,16,16
100284,2026-01-04,15:04:00,9,9,4,dine_in,completed,0,Credit Card,16,58
100285,2026-01-04,15:59:00,8,10,4,dine_in,completed,0,Debit Card,14,81
100286,2026-01-04,16:02:00,7,1,2,dine_in,completed,0,Cash,18,74
100287,2026-01-04,16:04:00,7,,,takeaway,completed,0,Debit Card,27,27
100288,2026-01-04,16:06:00,8,2,2,dine_in,completed,0,Debit Card,16,64
100289,2026-01-04,16:13:00,5,3,2,dine_in,completed,0,Credit Card,17,58
100290,2026-01-04,17:05:00,7,9,4,dine_in,completed,0,Debit Card,17,39
100291,2026-01-04,17:07:00,8,21,6,dine_in,completed,0,Debit Card,23,70
100292,2026-01-04,17:16:00,7,,,takeaway,completed,0,Credit Card,16,16
100293,2026-01-04,17:22:00,9,,,takeaway,completed,10,Debit Card,22,22
100294,2026-01-04,17:28:00,8,,,takeaway,completed,0,Credit Card,22,22
100295,2026-01-04,17:29:00,8,1,2,dine_in,completed,0,Credit Card,18,57
100296,2026-01-04,17:43:00,7,2,1,dine_in,completed,0,Credit Card,18,48
100297,2026-01-04,17:45:00,8,3,2,dine_in,completed,10,Debit Card,18,83
100298,2026-01-04,17:53:00,8,4,1,dine_in,completed,10,Debit Card,12,59
100299,2026-01-04,17:56:00,7,5,2,dine_in,completed,0,Credit Card,20,58
100300,2026-01-04,17:58:00,7,,,takeaway,cancelled,0,Credit Card,,
100301,2026-01-04,18:03:00,8,,,takeaway,completed,0,Credit Card,28,28
100302,2026-01-04,18:06:00,9,,,takeaway,completed,0,Credit Card,22,22
100303,2026-01-04,18:07:00,5,6,1,dine_in,completed,0,Credit Card,20,62
100304,2026-01-04,18:14:00,8,7,2,dine_in,completed,0,Credit Card,24,102
100305,2026-01-04,18:18:00,6,8,1,dine_in,completed,0,Debit Card,25,40
100306,2026-01-04,18:21:00,10,9,2,dine_in,completed,0,Cash,20,62
100307,2026-01-04,18:25:00,5,,,takeaway,completed,0,Debit Card,17,17
100308,2026-01-04,18:29:00,8,1,2,dine_in,completed,0,Cash,23,56
100309,2026-01-04,18:29:00,5,10,2,dine_in,completed,0,Credit Card,29,77
100310,2026-01-04,18:34:00,7,11,4,dine_in,completed,0,Debit Card,17,80
100311,2026-01-04,18:35:00,6,,,takeaway,cancelled,0,Credit Card,,
100312,2026-01-04,18:37:00,8,,,takeaway,completed,10,Credit Card,17,17
100313,2026-01-04,18:40:00,5,12,4,dine_in,completed,0,Debit Card,17,58
100314,2026-01-04,18:44:00,7,13,4,dine_in,completed,0,Credit Card,12,66
100315,2026-01-04,18:52:00,8,14,4,dine_in,completed,0,Credit Card,21,74
100316,2026-01-04,18:56:00,9,2,2,dine_in,completed,0,Credit Card,17,71
100317,2026-01-04,18:58:00,9,15,3,dine_in,completed,0,Credit Card,20,59
100318,2026-01-04,19:00:00,5,4,2,dine_in,completed,10,Credit Card,26,70
100319,2026-01-04,19:01:00,8,5,2,dine_in,completed,0,Credit Card,21,63
100320,2026-01-04,19:10:00,7,,,takeaway,completed,0,Debit Card,15,15
100321,2026-01-04,19:13:00,10,3,2,dine_in,completed,10,Credit Card,20,48
100322,2026-01-04,19:15:00,5,6,1,dine_in,completed,0,Credit Card,12,88
100323,2026-01-04,19:18:00,9,16,3,dine_in,completed,0,Credit Card,20,64
100324,2026-01-04,19:23:00,9,9,4,dine_in,completed,0,Debit Card,20,84
100325,2026-01-04,19:24:00,9,17,4,dine_in,completed,0,Credit Card,18,59
100326,2026-01-04,19:35:00,5,1,2,dine_in,completed,0,Debit Card,15,73
100327,2026-01-04,19:38:00,10,,,takeaway,completed,0,Debit Card,21,21
100328,2026-01-04,19:41:00,9,8,2,dine_in,completed,0,Debit Card,17,59
100329,2026-01-04,19:47:00,6,10,2,dine_in,completed,0,Credit Card,14,63
100330,2026-01-04,19:55:00,8,11,4,dine_in,completed,0,Cash,17,59
100331,2026-01-04,20:03:00,6,21,5,dine_in,completed,0,Credit Card,21,80
100332,2026-01-04,20:04:00,9,12,4,dine_in,completed,0,Credit Card,18,83
100333,2026-01-04,20:05:00,10,,,takeaway,completed,0,Credit Card,28,28
100334,2026-01-04,20:13:00,7,13,4,dine_in,completed,0,Cash,26,76
100335,2026-01-04,20:16:00,6,14,4,dine_in,completed,0,Debit Card,20,50
100336,2026-01-04,20:19:00,6,2,2,dine_in,completed,0,Credit Card,13,64
100337,2026-01-04,20:20:00,5,15,4,dine_in,completed,0,Credit Card,20,68
